overall_rank,file_sha,repositories,occurrences,representative_name,sample_location,proposed_super_skill,review_status,novel_contribution,source_diversity_note
207,a0251ce89a7636230be9c5b989a81e1a54a52a96,142,221,deploy-to-vercel,071yoon/useful-skills/plugins/useful-skills/skills/deploy-to-vercel/SKILL.md,application-engineering,metadata-triaged,,metadata score 4; margin 3
208,d474dc13555f1784255f373108004a32afe748af,142,198,openspec-apply-change,123fahrschule/command_kit/.devin/skills/openspec-apply-change/SKILL.md,software-delivery,metadata-triaged,,metadata score 4; margin 4; near-duplicate lineage root; 2 top-1000 variants
209,82df6a6ecf8a81e9ff265fe2d70cabb44b0ebc6c,141,272,imessage,0xzgbot/forge-nps-v01/hermes_home/profiles/forgehermes/skills/apple/imessage/SKILL.md,connected-service-automation,reviewed-retained,"recipient, channel, platform permission, and send-state verification",metadata score 4; margin 4
210,b319b7c6fb034ed3d085519dce70702601f174e9,141,148,edit-article,2026-kookmin-capstone/Krip/frontend/skills-main/skills/personal/edit-article/SKILL.md,document-productivity,metadata-triaged,,metadata score 4; margin 4
211,d17d799547658d049bb31347ae5fbe2e3d12499c,141,148,git-workflow-and-versioning,1101hirokin/chezmoi-dotfiles/dot_claude/skills/git-workflow-and-versioning/SKILL.md,software-delivery,metadata-triaged,,metadata score 4; margin 4
212,0aa5b99300da27b50e80db53f880e422204faedd,141,146,handoff,ARP-49/agent-setup/.github/skills/handoff/SKILL.md,"agent-tooling-and-orchestration,document-productivity",manual-review,,ambiguous metadata score 1
213,7ddaa0fdf3c78ffcb509aeadcaf925be97b98154,140,256,remotion-best-practices,25sidhx/withopus/antigravity-skills-main/skills/remotion/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 1; near-duplicate lineage root; 2 top-1000 variants
214,ae4f965e204fc93cedbc4e2c306e92829d93f800,140,173,migrate-to-shoehorn,0xAidan/polymarket-bot-test/.cursor/skills/migrate-to-shoehorn/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 1
215,6627ec6d9a09aa0a88c957e1c8a02a16283838f1,140,156,springboot-patterns,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/springboot-patterns/SKILL.md,application-engineering,reviewed-no-new-contribution,"covered by existing architecture, contract, persistence, runtime, or verification rules",metadata score 6; margin 6
216,658f78d4684b977b958e518159fde06f20713f3c,140,152,swift-protocol-di-testing,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/swift-protocol-di-testing/SKILL.md,"application-engineering,software-delivery",manual-review,,ambiguous metadata score 4
217,083ce216fb7ea9c1126fdb1a688ce9cf6fdb4b70,139,150,content-hash-cache-pattern,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/content-hash-cache-pattern/SKILL.md,application-engineering,reviewed-no-new-contribution,"covered by existing architecture, contract, persistence, runtime, or verification rules",metadata score 4; margin 4
218,b595f1c2182f3b7d6f944d7ba0ac59667fba78aa,138,198,durable-objects,420company/artemis/skills/cco-cloudflare-durable-objects/SKILL.md,"application-engineering,game-development",manual-review,,ambiguous metadata score 2
219,7b603dfa6b74b46a58468d4dbecf2bc753ab0270,138,195,typescript-advanced-types,0xElyte/CreativeFlow/creative-flow/.agents/skills/typescript-advanced-types/SKILL.md,application-engineering,reviewed-no-new-contribution,"covered by existing architecture, contract, persistence, runtime, or verification rules",metadata score 4; margin 4
220,c5197747bce2a638db0c5dfcd06bba66f6ca89fc,138,182,gog,3022667993/xianfeng/external/openclaw/skills/gog/SKILL.md,,manual-review,,ambiguous metadata score 0
221,b11eafafaeea3e289cfae47c0fbfb36dd0f9032a,137,233,use-dom,0xarcano/UXWallet/frontend/.agents/skills/use-dom/SKILL.md,,manual-review,,ambiguous metadata score 0
222,98c82145c25bacda82a8d8e832c733cc08826007,136,325,playwright-skill,Abrahan-Eagle/zonix-eats-back/.agents/skills/playwright-skill/SKILL.md,"interface-design,software-delivery",manual-review,,ambiguous metadata score 1
223,12e2f70e9cee7e5ecbf0894c064e939d36e216d9,136,207,openspec-archive-change,060712ysh/milk-tea-price-main1/milk-tea-price-main/.github/skills/openspec-archive-change/SKILL.md,software-delivery,metadata-triaged,,metadata score 3; margin 3; near-duplicate of rank 157; cosine >= 1.000
224,9d8d55f3ca7a77e18329922ea8a67694dee52ebb,136,202,imagegen-frontend-mobile,Alvaro-gonzalez05/aguslanding/.augment/skills/imagegen-frontend-mobile/SKILL.md,interface-design,metadata-triaged,,metadata score 6; margin 6
225,f703d45f86eb18f9880d20aadce82b10251aeb13,136,177,nano-pdf,3022667993/xianfeng/external/openclaw/skills/nano-pdf/SKILL.md,document-productivity,metadata-triaged,,metadata score 4; margin 4
226,4911235325272b124f1f298b9040e7f539a03b34,136,173,emil-design-eng,020Collaborator/AIproductmanagement/Ikea_app/.agents/skills/emil-design-eng/SKILL.md,interface-design,manual-review,,ambiguous metadata score 2
227,460f73a288bc74ea256682323b0367498935a645,136,161,brainstorming,ATCG0and1/lp-solver-ide/.github/skills/brainstorming/SKILL.md,reasoning-modes,metadata-triaged,,metadata score 3; margin 3
228,7f5337aaf9efff305db15836412106216dae4756,136,158,finishing-a-development-branch,0XFF-96/Perth-Agent-Con-Workshop/.pi/skills/finishing-a-development-branch/SKILL.md,,manual-review,,ambiguous metadata score 0; near-duplicate of rank 58; cosine >= 0.988
229,4c549b92e9ee290e81561b38af749072dc98b564,136,149,brainstorming,25sidhx/dayo/.agents/skills/brainstorming/SKILL.md,reasoning-modes,metadata-triaged,,metadata score 3; margin 3
230,158979709538a4c0de9c370f567917260e0141b2,135,154,skill-creator,0x5341/dotfiles/share/ai/skills/skill-creator/SKILL.md,agent-tooling-and-orchestration,metadata-triaged,,metadata score 3; margin 3; near-duplicate of rank 26; cosine >= 0.993
231,73dceddedfc0c64d8fd1cdc56f78c98234b33614,135,146,search-first,15934110986pmq-debug/JDB-A-26/claude-config/skills/search-first/SKILL.md,agent-tooling-and-orchestration,manual-review,,ambiguous metadata score 1
232,82abd0dce264eecb3ed461b3eac17bdafb52f84b,135,144,writing-great-skills,0inp/dotfiles/claude/.claude/.agents/skills/writing-great-skills/SKILL.md,,manual-review,,ambiguous metadata score 0; near-duplicate lineage root; 2 top-1000 variants
233,7576b5416502e93f3c5cf9d1009850d1c597ea94,134,147,enterprise-agent-ops,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/enterprise-agent-ops/SKILL.md,agent-tooling-and-orchestration,reviewed-retained,"lifecycle, observability, rollout, and emergency controls for persistent agents",metadata score 4; margin 3
234,dba372ee75beb044de533046cabcbaa51e7988f2,134,143,security-scan,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/security-scan/SKILL.md,systems-and-security,metadata-triaged,,metadata score 5; margin 3
235,aa63d957d1ea1e7a66915a81c391ba9c084cdcb8,133,226,lead-research-assistant,Activer007/ordinary-claude-skills/skills_all/lead-research-assistant/SKILL.md,marketing-and-growth,manual-review,,ambiguous metadata score 2
236,76aaaa1ac75674d07b162f051e2c97b6f2ea9102,133,159,tdd-workflow,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/tdd-workflow/SKILL.md,software-delivery,metadata-triaged,,metadata score 5; margin 5; near-duplicate lineage root; 2 top-1000 variants
237,15091384a21bc30157463f8d9fd926723ebbc7c1,133,154,mcp-builder,25sidhx/dayo/.agents/skills/mcp-builder/SKILL.md,agent-tooling-and-orchestration,metadata-triaged,,metadata score 4; margin 4
238,9f317dfd68da937f28edb602bc2a3c1b5b8a349f,133,152,ui-ux-pro-max,020Collaborator/AIproductmanagement/Ikea_app/.claude/skills/ui-ux-pro-max/SKILL.md,interface-design,metadata-triaged,,metadata score 6; margin 4; near-duplicate of rank 143; cosine >= 0.979
239,d69bdc0820584e4737dcedde543ebe9349c90fd1,133,151,geo-fundamentals,25sidhx/withopus/antigravity-kit-main/antigravity-kit-main/.agent/skills/geo-fundamentals/SKILL.md,marketing-and-growth,manual-review,,ambiguous metadata score 1
240,b1562c2baf7037d2a751c98c613d38cfe530de0d,133,149,database-migrations,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/database-migrations/SKILL.md,application-engineering,metadata-triaged,,metadata score 6; margin 5
241,6874ea95f284e99282975089926ffb7116d32528,132,228,daily-news-report,404TradeOS-LLC/TradeOScostbook/packages/knowledge-engine/agent-skills/skills/daily-news-report/SKILL.md,document-productivity,manual-review,,ambiguous metadata score 1
242,01f5ae300a0e42ab2c54cc0d09a2053294178273,132,222,go-rod-master,404TradeOS-LLC/TradeOScostbook/packages/knowledge-engine/agent-skills/skills/go-rod-master/SKILL.md,application-engineering,metadata-triaged,,metadata score 4; margin 4
243,9d52d80cc9ada6dd36c0a8ae9c45d2602a243942,132,190,using-git-worktrees,1203992808/ChatGPTCaricature/.claude/skills/using-git-worktrees/SKILL.md,software-delivery,metadata-triaged,,metadata score 5; margin 5; near-duplicate of rank 40; cosine >= 0.999
244,fcf77dd3479916a653cb21c6b0e2125671cf43d2,132,165,code-review-and-quality,1101hirokin/chezmoi-dotfiles/dot_claude/skills/code-review-and-quality/SKILL.md,software-delivery,metadata-triaged,,metadata score 4; margin 3
245,13a8961d94881f9d92323f51f11be4731dd475d9,132,164,next-cache-components,00gxd14g/my-skills/next-cache-components/SKILL.md,application-engineering,reviewed-no-new-contribution,"covered by existing architecture, contract, persistence, runtime, or verification rules",metadata score 5; margin 5
246,016f824d17974e5715a0e9a6e96af2001ee25e7c,132,153,shadcn,AarvinGeorge/Claude-workflow-framework/.framework/bundles/design-frontend/skills/shadcn/SKILL.md,interface-design,metadata-triaged,,metadata score 5; margin 4; near-duplicate lineage root; 2 top-1000 variants
247,d6f455723a54d9c51ee9c59b5f60c60c42db0f4c,132,145,autonomous-loops,Adaptive-Liquidity/aeon-lab/.kiro/skills/autonomous-loops/SKILL.md,"agent-tooling-and-orchestration,application-engineering",manual-review,,ambiguous metadata score 1
248,1851c9a8c2dbb039563349852c81f32b12c32181,132,141,blueprint,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/blueprint/SKILL.md,"agent-tooling-and-orchestration,reasoning-modes",manual-review,,ambiguous metadata score 1
249,210d666118023f47746414b2ee027584370f9df9,131,166,nodejs-backend-patterns,0xElyte/CreativeFlow/creative-flow/.agents/skills/nodejs-backend-patterns/SKILL.md,application-engineering,reviewed-no-new-contribution,"covered by existing architecture, contract, persistence, runtime, or verification rules",metadata score 10; margin 10
250,1dff30b1d360c9110dfbbbb2f95a08213b64f179,131,141,frontend-design,AlessandroLongo23/Lume/.claude/skills-unactive/frontend-design/SKILL.md,interface-design,metadata-triaged,,metadata score 5; margin 4; near-duplicate of rank 1; cosine >= 1.000
251,efcb66d1d67d3c3dd64ae6e3122bbde2bcfe6450,130,214,context-management-context-save,ARareUsername/tbats-dev/.agent/skills/agentic-awesome-skills-main/plugins/agentic-awesome-skills-claude/skills/context-management-context-save/SKILL.md,,manual-review,,ambiguous metadata score 0
252,9f6efbfe5fb5fcb9a751482e333d2f54da173102,130,159,to-issues,2026-kookmin-capstone/Krip/frontend/skills-main/skills/engineering/to-issues/SKILL.md,,manual-review,,ambiguous metadata score 0
253,35b649ddcd4f6da16d70f27662e0dfb86fb34870,130,143,ubiquitous-language,0xAidan/polymarket-bot-test/.cursor/skills/ubiquitous-language/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 1
254,d4973d4a9e84ad882cf5e52deeed41ebbe8f81ee,130,137,frontend-ui-engineering,1101hirokin/chezmoi-dotfiles/dot_claude/skills/frontend-ui-engineering/SKILL.md,interface-design,metadata-triaged,,metadata score 3; margin 3
255,4fc69f4c288f26a1c0aedc166789795671d2204b,129,212,investor-outreach,0xAlgoRhythm/TranscriptRegistry/.claude/.agents/skills/investor-outreach/SKILL.md,marketing-and-growth,reviewed-retained,verified relevance and consistent claims in investor outreach,metadata score 4; margin 4; near-duplicate lineage root; 2 top-1000 variants
256,e2e51805457943cd4982fe792b858c14fa2c3c8f,129,139,gsap-react,12-Studio/Tackl/.cursor/skills/animation/gsap/gsap-react/SKILL.md,application-engineering,metadata-triaged,,metadata score 4; margin 3
257,6886ba6f4c332c4610285fe9ea8e3fcec565f7ed,128,217,ddd-context-mapping,ASoudy/AGS/AGAS/plugins/antigravity-awesome-skills-claude/skills/ddd-context-mapping/SKILL.md,,manual-review,,ambiguous metadata score 0
258,48c8a576c809a9ea63f782cde1fcfffac96df321,128,208,expo-cicd-workflows,420company/artemis/skills/cco-expo-expo-cicd-workflows/SKILL.md,software-delivery,metadata-triaged,,metadata score 4; margin 4
259,36830932de4299c639d256b875e1163f3c8580ae,128,190,Agent Development,1Keria/Agentic-kv-cache-management/Agent/claude-code-repo/plugins/plugin-dev/skills/agent-development/SKILL.md,agent-tooling-and-orchestration,metadata-triaged,,metadata score 8; margin 8; near-duplicate lineage root; 2 top-1000 variants
260,01a98e95f73c5e510635482d1bdc1c5048fc5484,128,188,vercel-react-best-practices,Adam077K/Beamix/.archive/agent-singular-2026-05-17/skills/vercel-react-best-practices/SKILL.md,application-engineering,metadata-triaged,,metadata score 8; margin 7; near-duplicate of rank 41; cosine >= 0.999
261,6317441bfe3fcb60ea0d611e3826c2c4147d65f0,128,159,hook-development,420company/artemis/skills/cco-plugin-dev-hook-development/SKILL.md,agent-tooling-and-orchestration,metadata-triaged,,metadata score 4; margin 3; near-duplicate lineage root; 2 top-1000 variants
262,653773c33a55eead834b18ae39dac13b03a36c3d,128,146,laravel-security,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/laravel-security/SKILL.md,systems-and-security,metadata-triaged,,metadata score 5; margin 1
263,6858d3f693e0ab5ebd7d8a05f8e06b668aff49fd,127,212,openspec-explore,060712ysh/milk-tea-price-main1/milk-tea-price-main/.github/skills/openspec-explore/SKILL.md,software-delivery,metadata-triaged,,metadata score 3; margin 1; near-duplicate of rank 119; cosine >= 1.000
264,0f42e0bfe45fbfbb52c458b58298cce7ffd7c416,127,184,summarize,Abrahan-Eagle/clawvis-openclaw/config/openclaw-home/workspace/docs/openclaw/skills/summarize/SKILL.md,,manual-review,,ambiguous metadata score 0
265,ca888d2914d2ef714d315d541ddac9fa2306850e,127,179,peekaboo,3022667993/xianfeng/external/openclaw/skills/peekaboo/SKILL.md,interface-design,manual-review,,ambiguous metadata score 1
266,f41f3214596ed6ba94db108148cd190ec5fc6d61,126,274,app-store-optimization,404TradeOS-LLC/TradeOScostbook/packages/knowledge-engine/agent-skills/skills/app-store-optimization/SKILL.md,,manual-review,,ambiguous metadata score 0; near-duplicate lineage root; 2 top-1000 variants
267,66762b8349d70c3a12643a55b04d39d0ebdc349f,126,224,file-organizer,ASoudy/AGS/claude_skills_libraries/landing-page-mastery/skills/file-organizer/SKILL.md,,manual-review,,ambiguous metadata score 0; near-duplicate lineage root; 2 top-1000 variants
268,9a9df4cd5eec068e811559e1ef114db4df57fcd6,126,193,building-native-ui,420company/artemis/skills/cco-expo-building-native-ui/SKILL.md,interface-design,metadata-triaged,,metadata score 4; margin 4
269,20234426d045f2b8a0bca2dc52e2bd238c9e81b8,126,173,d3-viz,13888285815/workbuddy-OpenMontage/.agents/skills/d3-viz/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 2
270,51eacba7acb7bbd40c7129ab35f530423350d895,126,145,ai-first-engineering,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/ai-first-engineering/SKILL.md,agent-tooling-and-orchestration,manual-review,,ambiguous metadata score 1
271,60d2609ca56c7177a98f462fb71af77844ce92af,126,142,test-driven-development,0XFF-96/Perth-Agent-Con-Workshop/.pi/skills/test-driven-development/SKILL.md,software-delivery,metadata-triaged,,metadata score 3; margin 3; near-duplicate of rank 8; cosine >= 1.000
